"Lon","Lat","Zn","Elevation","Slope","Aspect","Water","NDVI","SOC","pH","Road","Mine"
120.8115,-27.4245,32,548.5656,0.3134,130.9501,0.1211,0.1898,0.817073277,5.718708582,14.7715,13.0574
120.8118,-27.3668,25,549.5675,0.4551,318.0117,2.7134,0.1723,0.913363505,5.680754832,17.7718,13.5164
120.812,-28.3513,39,431.7486,0.2288,163.1742,0.1965,0.176,0.929961644,5.763960332,0.9392,6.067
120.8151,-27.7629,30,488.1793,0.3285,50.8889,0.1646,0.2211,0.905149752,5.732015771,0.773,2.7237
120.8155,-28.113,37,526.2271,0.2812,124.6011,0.4096,0.2002,0.927840541,5.463750888,8.1692,16.5724
120.8158,-28.2471,29,470.3821,0.2271,143.2263,0.1771,0.1893,0.907192781,5.801885349,9.5414,9.8583
120.8173,-27.5806,26,486.1746,0.2028,165.406,0.1521,0.2053,0.838082865,6.063163451,6.3048,15.385
120.8176,-27.4784,16,527.0053,0.3668,136.0826,0.0138,0.1688,0.781849768,5.726949565,12.3518,14.0675
120.8192,-27.7981,68,504.565,0.4712,143.6642,0.2547,0.1635,0.753753742,5.694467788,4.6514,4.3182
120.8232,-27.6781,13,460.8553,0.0527,93.1597,4.6033,0.2244,0.82962264,5.940373514,0.5808,10.8458
120.824,-28.1258,8,520.6119,0.2337,133.6454,1.4483,0.1937,0.906647582,5.488763402,8.5446,15.6889
120.8285,-27.9808,35,498.1983,0.2003,173.584,0.0532,0.2009,0.887404027,5.740779731,3.4177,10.2136
120.8304,-27.9988,16,504.5624,0.2474,12.9329,0.096,0.1818,0.864142776,5.622608433,1.6128,10.8543
120.8367,-28.0246,11,519.2261,0.4419,25.5902,0.0172,0.1558,0.839244056,5.572606986,0.2992,12.6416
120.8371,-28.207,7,491.6581,0.3897,133.6548,0.0024,0.1886,0.921261824,5.423128823,13.1326,14.8871
120.8375,-27.3096,18,536.5852,0.3176,48.0633,0.0178,0.1765,0.850771892,5.711239901,17.9232,14.5478
120.8394,-28.1845,10,498.9535,0.5117,142.2471,0.1249,0.1618,0.908854889,5.636237926,11.2659,16.007
120.8423,-27.4429,41,533.6949,0.2648,152.8643,0.1761,0.1996,0.845463073,5.904931164,10.8518,10.3651
120.8429,-27.5193,14,501.5525,0.2049,143.8961,3.831,0.2123,0.839160332,5.996559873,7.4772,10.6952
120.8443,-27.9413,20,483.6341,0.1782,4.8829,1.8339,0.2383,0.926458373,5.59823332,8.1308,12.2857
120.8444,-27.8558,9,469.697,0.2373,136.824,2.4159,0.2168,0.9281756,5.651917402,10.8141,11.1205
120.8447,-27.5534,15,489.8966,0.1754,149.7349,3.5085,0.1959,0.843771974,5.97582937,5.7421,11.3392
120.8491,-27.8204,29,476.5621,0.2644,113.2442,0.0088,0.2183,0.870224639,5.885853263,7.964,8.4308
120.8503,-27.7984,23,480.0621,0.316,91.2276,1.7306,0.2114,0.891052082,5.877077508,5.746,7.1997
120.8512,-28.1852,35,495.6304,0.3404,174.0991,0.0912,0.1437,0.893259251,5.845826794,10.3262,14.9235
120.8533,-27.3091,20,538.0484,0.2954,331.2309,0.0302,0.1655,0.838543952,5.851108405,16.4241,13.4457
120.858,-28.1973,95,492.897,0.371,223.7698,0.0303,0.1438,0.89125018,5.618435839,10.7774,15.0793
120.8611,-28.2844,72,450.954,0.1927,138.9418,0.1716,0.1595,0.924569262,5.69802461,8.0578,7.3766
120.864,-28.025,14,519.8323,0.3937,339.41,2.4175,0.2088,0.977135711,5.51651132,1.979,14.8859
120.8644,-28.303,63,446.9,0.245,137.8689,0.0512,0.166,0.928520299,5.758394266,6.0226,5.5667
120.8674,-27.9096,10,475.7001,0.2959,318.1454,3.1197,0.2313,0.956337885,5.40796494,12.3334,15.8954
120.8727,-27.7643,10,465.6623,0.2273,59.0365,2.9237,0.2303,0.91443704,5.682147684,5.0112,9.01
120.8729,-28.2424,75,467.9094,0.2435,179.9679,0.0885,0.1615,0.88405728,5.733312953,12.8211,11.0367
120.8765,-28.1268,22,513.9921,0.4113,326.9974,0.0819,0.1984,0.913585912,5.382712815,4.0847,9.9217
120.8794,-28.1011,25,505.3041,0.2372,84.1872,0.0422,0.1922,0.894234221,5.525016499,2.0762,9.5811
120.8816,-28.0664,6,507.5348,0.1755,139.6523,2.1629,0.1825,0.949889384,5.553318147,0.6428,10.606
120.8867,-28.2023,127,506.9177,0.5026,158.6155,0.8941,0.1626,0.863573579,5.27966717,9.4431,13.1405
120.8877,-28.2015,129,506.9177,0.5026,158.6155,0.9975,0.1626,0.863573579,5.27966717,9.3023,12.994
120.8886,-28.2921,19,449.0511,0.2553,219.2148,0.1421,0.1576,0.923238913,5.797559325,7.9704,5.2546
120.8903,-27.8603,42,462.8656,0.0585,21.7398,0.1212,0.2131,0.851625223,5.711579366,13.9019,14.7952
120.8908,-28.2026,78,506.9177,0.5026,158.6155,0.8659,0.1626,0.863573579,5.27966717,9.2251,12.8647
120.8915,-28.2025,55,506.9177,0.5026,158.6155,0.8715,0.1626,0.863573579,5.27966717,9.18,12.8116
120.893,-28.2538,94,469.6248,0.1914,257.7892,0.1046,0.1584,0.885219655,5.754265492,12.1,9.3793
120.8952,-28.1812,71,511.3709,0.4186,159.666,0.0115,0.1623,0.851062804,5.410697778,6.9536,10.7881
120.8964,-27.9852,21,504.5453,0.2496,265.2503,1.8707,0.2068,0.938553465,5.646844166,7.4362,16.1255
120.9007,-28.2043,108,498.4098,0.4618,126.6094,0.0433,0.1696,0.892542165,5.399122564,8.8105,12.3518
120.9013,-28.1851,72,504.8014,0.4166,193.3588,0.0143,0.1622,0.894260991,5.467734936,6.9685,10.639
120.9014,-27.7907,16,454.8566,0.1403,61.6643,4.563,0.1982,0.863191077,5.737437657,9.1453,12.3797
120.9017,-27.8289,34,458.0639,0.075,57.2887,1.3329,0.2208,0.825414705,5.915145791,11.8137,13.8143
120.9023,-28.2225,84,482.5405,0.3307,144.7463,0.0657,0.1615,0.888595463,5.603748596,10.4283,12.6929
120.9035,-27.9304,22,488.4573,0.3168,27.5362,2.5453,0.2285,0.91826394,5.579692503,12.4822,18.9524
120.9062,-28.2171,143,486.097,0.361,151.1504,0.0862,0.1613,0.893516378,5.609269955,9.6904,12.1055
120.9066,-28.1104,15,502.4642,0.3189,188.0919,1.5112,0.2061,0.916693811,5.351929075,0.3296,6.4752
120.9097,-27.9604,24,501.4823,0.2526,30.0002,0.1685,0.1866,0.895040634,5.716680253,10.3969,18.0518
120.9116,-28.0141,30,513.8272,0.1178,229.4513,2.448,0.2111,0.990084024,5.418567859,7.1341,12.5039
120.9147,-28.2361,58,478.651,0.1937,219.7255,0.0793,0.1569,0.872166768,5.722207518,10.9895,11.4075
120.9148,-27.9074,10,477.3765,0.2013,347.3227,4.204,0.2098,0.902518707,5.567549945,15.25,20.43
120.9156,-28.1329,38,516.635,0.486,64.5578,0.6012,0.1793,0.89122624,5.487695716,1.2065,5.875
120.9185,-27.8229,20,457.3961,0.055,38.6913,1.2931,0.2227,0.808961138,5.90966991,12.7271,15.2243
120.9235,-27.8509,14,464.1138,0.2188,320.8589,1.9636,0.2239,0.920417466,5.640528273,15.2493,17.125
120.9239,-28.0571,32,496.964,0.2239,112.6194,0.0093,0.2003,0.910748014,5.656247752,4.8147,7.7226
120.9321,-28.2841,14,460.0452,0.2706,155.7325,0.0556,0.1712,0.916400246,5.668604287,6.8612,6.9118
120.9351,-28.1281,20,507.9686,0.1877,20.8709,2.0214,0.1966,0.883313679,5.667035409,0.3862,3.6832
120.9398,-28.2594,47,471.5454,0.3309,179.8829,0.0677,0.1567,0.896179668,5.547177229,7.5484,7.7218
120.9489,-27.9274,16,493.903,0.3852,299.7598,1.3231,0.2194,0.924906582,5.353445908,16.0578,20.7134
120.9544,-28.1041,10,500.6168,0.194,189.4499,1.3969,0.1907,0.89469257,5.604203148,0.3528,1.5483
120.9582,-28.1875,33,511.8079,0.5131,147.8478,0.0409,0.163,0.806952802,5.466623086,3.8561,5.8988
120.9596,-28.0681,25,487.2038,0.0957,72.0152,0.0135,0.2092,0.886907373,5.580459668,3.181,5.0538
120.9602,-27.791,35,455.3372,0.1289,266.1259,0.012,0.1927,0.871574724,5.672813522,15.161,18.8343
120.9603,-28.0019,45,499.561,0.2301,175.0396,0.1204,0.1876,0.853202034,5.803763004,9.008,12.3794
120.9607,-28.0511,36,496.1666,0.5146,199.0943,0.0779,0.1968,0.914553572,5.45742042,11.7459,14.6401
120.9649,-28.3242,67,449.9623,0.3062,226.6102,1.1509,0.1563,0.914137789,5.597956012,2.6709,2.0638
120.9653,-28.0137,5,493.1537,0.1116,44.0564,0.4919,0.1868,0.834005932,5.779490045,7.6241,11.0572
120.9685,-28.217,40,496.0818,0.4352,118.1943,0.0642,0.1508,0.839404602,5.493598125,5.4062,5.7424
120.9716,-27.8641,65,482.4657,0.3814,326.9515,0.3805,0.2208,0.88781819,5.642123369,20.1808,22.4974
120.9731,-27.8174,14,464.3805,0.2405,299.3301,2.5399,0.2235,0.932261542,5.62425602,17.5826,20.7901
120.976,-28.255,46,474.5526,0.2606,154.8655,0.0526,0.1423,0.900035792,5.736195682,5.769,5.9904
120.9824,-27.9532,71,498.4535,0.4377,141.0383,0.0016,0.1894,0.828265124,5.674947346,11.6027,17.8874
120.9837,-28.1293,40,518.6834,0.3685,195.4201,0.0524,0.191,0.833791115,5.29880156,1.0472,2.7368
120.9855,-28.0524,22,481.9638,0.1822,98.134,0.0198,0.1935,0.832772493,5.614356864,2.8476,7.1474
120.986,-27.9513,90,498.4535,0.4377,141.0383,0.3759,0.1894,0.828265124,5.674947346,11.5055,18.1373
120.9866,-28.1016,5,512.7982,0.3174,166.9403,0.289,0.2141,0.863378693,5.319577959,1.5927,2.7445
120.9904,-27.9732,72,489.9871,0.2051,100.5311,0.0696,0.1954,0.816367015,5.745705073,9.3346,15.7654
120.9905,-28.042,44,483.674,0.3201,105.8352,0.1539,0.1783,0.826326815,5.640262232,3.4419,8.3923
120.9912,-27.8994,42,500.8699,0.3676,22.8235,0.0213,0.1565,0.776043377,5.580826294,15.7788,19.9656
120.9956,-27.7844,141,463.669,0.4202,85.6445,0.0296,0.1543,0.791230077,5.703036594,18.7735,17.6928
120.9964,-28.2808,28,463.9918,0.1631,174.6171,0.0604,0.1587,0.892522231,5.817301533,2.6852,2.9749
120.9987,-27.8181,24,464.1513,0.2286,55.5716,0.037,0.1654,0.873173839,5.668697567,20.215,21.4241
120.9999,-27.859,47,482.0481,0.2658,47.0781,0.0025,0.1602,0.841241611,5.701921399,19.0291,21.0877
121.0008,-28.1738,61,514.7947,0.5122,123.5121,0.0804,0.1347,0.815171844,5.400584493,0.1266,1.9533
121.0011,-28.0974,44,492.1732,0.5968,59.0714,0.0382,0.1777,0.837554531,5.39266658,2.1918,2.4872
121.0045,-27.9405,123,494.8332,0.4045,112.3561,0.0321,0.1884,0.821776193,5.700346892,11.1356,17.4285
121.0061,-28.3067,75,470.0046,0.4877,323.4362,0.0293,0.1564,0.907862459,5.657267968,0.1975,1.7185
121.0092,-28.2138,45,485.5573,0.3207,134.8308,0.0933,0.1517,0.833597043,5.583819247,3.9745,2.8791
121.0096,-28.1547,79,507.8585,0.7199,85.8285,0.1143,0.1758,0.841316479,5.344606472,0.8749,2.3736
121.0123,-28.0308,41,475.6015,0.1093,87.2665,0.0366,0.2052,0.811137297,5.732437575,2.8679,9.0956
121.0133,-27.9762,74,479.6991,0.231,98.8967,0.2855,0.1761,0.806562827,5.779941293,7.4451,15.145
121.0149,-28.2615,14,468.3929,0.1785,208.1066,0.0667,0.1534,0.858132111,5.794641603,4.8232,2.9815
121.0153,-28.1473,61.5,507.8585,0.7199,85.8285,0.4079,0.1758,0.841316479,5.344606472,0.2357,1.4575
121.0156,-28.2953,24,467.1586,0.2487,305.8834,0.0516,0.1703,0.876480623,5.67092115,1.0622,3.0579
121.0158,-27.7698,88,448.0522,0.2919,59.0333,0.0095,0.164,0.867315857,5.661201615,20.6146,16.1618
121.02,-27.8054,46,454.1494,0.2631,41.8831,0.0487,0.1293,0.845644156,5.802806028,21.9769,20.1434
121.0236,-27.8299,34,462.8546,0.2543,32.8376,0.004,0.1541,0.823602556,5.716662762,20.3378,21.0077
121.0258,-28.2253,27,479.1193,0.2213,161.614,0.0396,0.1596,0.847536186,5.621027812,3.8293,2.8751
121.0309,-28.0602,9,472.882,0.1457,83.3904,0.9892,0.2087,0.849397954,5.657936934,0.9561,5.9963
121.0354,-28.1384,72,492.965,0.3326,80.1735,0.1048,0.162,0.828861899,5.550348819,1.9966,1.8938
121.0358,-27.9318,60,482.2682,0.2992,126.1005,0.0218,0.1725,0.794271588,5.731296913,10.3392,14.1793
121.0367,-27.8549,105,461.9881,0.3684,42.6804,0.0029,0.1447,0.832495855,5.732420463,17.2007,18.0606
121.0373,-27.7857,32,443.5222,0.1422,69.48,0.0566,0.1193,0.863872685,5.869552577,20.4155,18.3113
121.0392,-28.2332,4,479.7306,0.1792,268.9617,0.3904,0.1223,0.844084541,5.821262942,3.5584,1.646
121.0393,-27.9163,55,481.4273,0.3146,91.6868,0.3219,0.1596,0.804221167,5.681576029,11.3285,14.3023
121.0396,-28.1166,66,482.7689,0.2481,67.1227,0.0347,0.17,0.835660491,5.633449654,2.6687,1.459
121.0407,-27.8628,85,468.7752,0.4089,28.6221,0.46,0.1708,0.830283851,5.521004525,16.2231,17.1584
121.0429,-27.9928,30,471.9775,0.0903,107.7152,1.2026,0.1966,0.811525814,5.724459327,3.9406,13.4896
121.0431,-27.9907,41,471.9775,0.0903,107.7152,0.9884,0.1966,0.811525814,5.724459327,4.1168,13.4096
121.0458,-27.9128,150,474.7158,0.2313,94.5888,3e-04,0.1706,0.815420614,5.710506428,11.1872,13.773
121.0466,-27.956,81,471.6513,0.1431,120.3012,1.1439,0.1676,0.807600087,5.78901094,7.4709,12.6255
121.0488,-27.8001,58,443.9934,0.1325,41.7043,0.0123,0.0973,0.860712984,5.922462587,21.0286,20.1695
121.0493,-28.2766,11,485.025,0.3157,256.0575,0.1284,0.1797,0.859099827,5.562545264,3.1421,3.4057
121.0509,-28.0464,132.5,472.2021,0.3537,233.9255,0.0444,0.1461,0.841858523,5.676518433,9.8723,9.3645
121.0527,-28.2252,27,488.0777,0.3368,252.1973,0.0535,0.1344,0.83506993,5.692444865,1.8884,3.0046
121.0594,-27.8572,101,463.237,0.3213,322.8551,0.0787,0.1577,0.799036895,5.716922014,15.6875,16.0473
121.0653,-28.3235,72.5,478.4123,0.2792,188.4243,0.4166,0.1455,0.851724626,5.881167376,2.0596,6.6162
121.0684,-27.9256,51,468.4415,0.2255,71.9157,0.0336,0.1521,0.797803433,5.763308184,8.6444,10.9205
121.0698,-28.3347,43,474.0311,0.2424,213.2869,0.0705,0.1493,0.86240255,5.870004742,3.2255,7.5967
121.0701,-28.103,61,470.9836,0.1296,45.8672,0.0518,0.1566,0.805213931,5.707239361,6.3737,5.1656
121.0744,-27.8138,163,442.6999,0.0741,36.6087,0.0116,0.1049,0.81381331,5.966795001,19.3704,18.9027
121.0745,-27.9728,47,468.0024,0.1035,237.5631,2.8466,0.164,0.764930941,5.849011708,4.0864,9.6095
121.0754,-28.159,28,483.9679,0.2301,23.918,0.0499,0.1544,0.861335837,5.762071172,5.314,1.0176
121.077,-28.0617,12,462.0724,0.086,63.7646,2.5766,0.2107,0.82210075,5.64209733,4.3742,8.4911
121.0787,-27.8826,121,462.4826,0.2578,75.7108,0.0231,0.176,0.823239946,5.686448093,12.173,12.5375
121.0816,-28.1311,33,474.4075,0.1314,214.2913,0.1784,0.1694,0.80917606,5.700972413,6.962,3.8683
121.0842,-28.3262,27,483.0034,0.3353,235.9589,0.0451,0.1466,0.874435045,5.825988691,2.3456,5.7544
121.0865,-28.0179,22,463.9954,0.0773,168.6431,0.0816,0.2013,0.767069337,5.685054154,0.5631,10.3394
121.0885,-27.8454,38,446.1701,0.1974,233.885,0.1027,0.1467,0.795643937,5.71850606,15.5455,15.0933
121.093,-27.9144,119,459.1151,0.1184,231.8561,0.0423,0.1514,0.822458927,5.764771125,8.3328,9.075
121.0939,-27.922,47,460.4993,0.1456,205.4199,0.0824,0.1264,0.822857241,5.881518229,7.556,8.5348
121.0947,-28.1438,13,476.5859,0.126,211.6297,0.1183,0.1785,0.791285603,5.610861104,8.0117,3.7277
121.0969,-28.1675,37,484.6145,0.1721,46.9061,1.6962,0.1819,0.831475403,5.602519242,6.1415,3.36
121.0975,-28.2995,26,500.5581,0.3768,228.868,0.0393,0.1466,0.820914369,5.662497004,0.5228,3.9065
121.0984,-28.1142,30,470.2424,0.1074,11.8207,0.1611,0.17,0.776354999,5.695282775,8.9918,6.4124
121.1013,-28.2029,38,497.2585,0.2209,351.3949,0.1094,0.1787,0.840994899,5.560226616,3.2591,5.8704
121.1122,-28.0222,12,461.6459,0.1298,180.7611,1.8084,0.2023,0.753969553,5.597430598,2.7325,8.6435
121.1157,-27.8432,87,444.8568,0.0707,26.1895,0.0403,0.1212,0.770907215,5.748528052,15.0256,13.9666
121.1165,-28.2305,48,513.7864,0.2788,33.3332,0.0592,0.175,0.877333653,5.521714439,2.5101,5.6889
121.1174,-28.0799,17,461.8873,0.0924,23.5971,0.472,0.2004,0.778261038,5.588823736,8.2426,10.759
121.1255,-28.3135,27,498.9637,0.3331,231.8564,0.0625,0.1538,0.818655651,5.745209325,1.1998,1.0766
121.1257,-27.8868,81,450.0129,0.132,27.1911,0.0711,0.1398,0.808568764,5.778645216,10.0545,9.0672
121.1259,-27.8494,83,446.0505,0.2366,11.815,0.0111,0.12,0.782975205,5.667296604,14.1358,12.9458
121.1291,-27.8672,80,448.5527,0.2994,65.4463,0.1097,0.1509,0.812987426,5.637205554,12.1322,10.9573
121.1321,-27.8663,55,448.5527,0.2994,65.4463,0.2101,0.1509,0.812987426,5.637205554,12.1417,10.9464
121.1331,-27.8664,55,448.5527,0.2994,65.4463,0.2964,0.1509,0.812987426,5.637205554,12.112,10.9125
121.1345,-28.2301,57,510.015,0.1973,20.6949,0.0683,0.1784,0.872086436,5.61815682,4.2656,5.9501
121.1352,-28.2075,30,499.6162,0.2116,317.6882,0.0709,0.1791,0.868152138,5.600557078,5.554,8.4574
121.1362,-27.9916,25,474.1239,0.3403,137.0546,0.0277,0.1664,0.881886649,5.683802453,1.4894,4.3265
121.1379,-27.8589,61,444.2774,0.2154,42.8475,0.0139,0.1443,0.807986973,5.651441334,12.8072,11.5911
121.1403,-28.297,16,508.0492,0.2748,241.0714,0.005,0.1417,0.863947662,5.910476912,0.2374,0.3719
121.1406,-28.1063,21,467.066,0.1286,214.332,3.0977,0.1869,0.880824928,5.554234828,12.0256,10.2939
121.1417,-27.8555,83,442.762,0.1112,40.1513,0.0297,0.1239,0.797935352,5.725035545,13.0795,11.8751
121.1418,-28.031,14,457.8009,0.0939,145.3332,3.1811,0.1946,0.751240647,5.640871865,5.5549,8.0508
121.1423,-27.9811,62,478.6571,0.4329,119.431,0.6316,0.1493,0.84108602,5.864885092,0.5247,2.9943
121.1464,-27.9429,47,461.1796,0.3129,67.6879,0.0074,0.1432,0.822236073,6.03558282,3.5273,2.5195
121.1496,-27.8289,60,441.2819,0.1302,107.229,0.0732,0.1185,0.775867743,5.928360098,15.6915,13.4303
121.1531,-27.8865,72.5,452.7977,0.3005,170.9395,0.4374,0.1658,0.791793372,5.786810843,9.4232,8.2951
121.1539,-27.9009,27,451.7017,0.2752,74.2944,0.1188,0.1688,0.816155481,5.742656476,7.8623,6.6906
121.1562,-28.1424,16,479.2067,0.1916,332.4769,2.4102,0.1914,0.968834055,5.524016797,8.8649,10.1534
121.1572,-27.8115,74,439.6666,0.1572,66.4973,0,0.1172,0.790288331,5.942311388,17.1554,14.3089
121.158,-28.0676,39,460.6224,0.128,214.7156,4.3557,0.2012,0.902966428,5.57701686,9.8892,11.8515
121.1583,-27.8466,49,440.4795,0.0757,25.8792,0.0289,0.1156,0.762306085,5.981758464,13.5101,11.4023
121.1612,-27.8875,65,452.7977,0.3005,170.9395,1.0902,0.1658,0.791793372,5.786810843,9.1088,8.1464
121.1627,-28.1786,27,495.1202,0.2622,327.8758,0.1828,0.1952,0.892473405,5.472295046,6.334,10.7668
121.1632,-27.8893,95,446.5218,0.3586,77.9092,1.1465,0.1608,0.780614231,5.75799566,8.8702,7.9495
121.1686,-27.8684,39,442.3846,0.0664,45.0155,0.0531,0.1489,0.80811927,5.758608797,10.834,9.0312
121.1696,-28.2042,19,506.3831,0.2856,328.4432,0.0611,0.1584,0.902893394,5.627105055,3.8906,9.7856
121.1707,-28.2376,15,518.8078,0.2521,273.2835,0.0054,0.1651,0.914484628,5.735778946,2.1632,6.7226
121.1779,-27.9065,25,444.0446,0.1779,43.6217,0.0037,0.1451,0.801297103,5.734438078,6.5891,6.3528
121.1838,-28.1702,15,494.6601,0.2571,346.5116,2.2483,0.197,0.871810857,5.433353185,4.6671,12.9927
121.186,-27.8947,33,442.9801,0.0479,211.0823,0.0445,0.1336,0.765133508,5.94931949,7.3843,5.9768
121.1934,-28.1272,37.5,481.3443,0.2297,124.6859,1.1899,0.1587,0.888341417,5.695182135,0.7469,2.6572
121.1946,-27.813,59,440.2182,0.0659,121.8316,0.01,0.109,0.803750702,5.984637419,15.772,11.7398
121.1966,-28.1006,6,476.5852,0.2448,299.0471,2.5201,0.1785,0.913692649,5.577201652,7.7837,15.9501
121.1984,-28.3458,42,495.6485,0.247,132.0064,0.0455,0.1736,0.860789732,5.566675956,3.6771,2.1019
121.2009,-27.8488,79,441.6136,0.0693,298.1481,0.0817,0.1398,0.792744988,5.973021193,11.7693,8.1586
121.2046,-28.0568,9,465.5078,0.2559,332.5146,2.9099,0.1892,0.947945171,5.522669893,9.5083,11.736
121.2048,-28.3314,18,498.4561,0.2417,136.9456,0.0513,0.1714,0.851648487,5.543117555,3.6089,2.9973
121.2071,-28.1249,17,487.3914,0.2731,302.3695,0.0954,0.1928,0.897004553,5.538559693,5.3091,16.1032
121.2082,-28.0243,15,452.8543,0.1159,226.8384,6.199,0.1814,0.880729408,5.537405433,6.5636,8.8333
121.2186,-28.3337,38,496.3111,0.2385,175.247,0.0735,0.1713,0.901138741,5.626639869,4.9832,4.3957
121.2226,-27.9546,35,448.2758,0.0781,311.439,0.3206,0.1737,0.758939803,5.70248989,0.1754,2.6901
121.2286,-28.0851,28,483.9843,0.2917,347.6196,0.0742,0.1727,0.903773199,5.763789732,5.4317,14.8382
121.2307,-27.9383,34,450.1418,0.1307,249.2936,1.4792,0.1564,0.769815415,5.757730129,1.3021,1.0767
