"var1","var2","qv1","qv2","qv12","pv12","interaction","LocationID"
"x3","x6",0.350303522887828,0.206496975012625,0.594276563714428,8.51352321973309e-10,"Enhance, nonlinear",23
"x3","gc_x1",0.350303522887828,0.304473969154393,0.555464798468173,5.62898616607299e-10,"Enhance, bi-",23
"x6","gc_x1",0.206496975012625,0.304473969154393,0.516766026251653,1.23585385258806e-08,"Enhance, nonlinear",23
"x1","x2",0.0310604823330947,0.18366186181777,0.422216397386199,1.12174235455953e-08,"Enhance, nonlinear",24
"x1","x3",0.0310604823330947,0.373330346779645,0.442897517894228,7.78680533930487e-06,"Enhance, nonlinear",24
"x1","x6",0.0310604823330947,0.292605864199631,0.388609869900351,0.00125362793840322,"Enhance, nonlinear",24
"x1","gc_x1",0.0310604823330947,0.0177825808965422,0.0974572629844922,0.905937062658279,"Enhance, nonlinear",24
"x2","x3",0.18366186181777,0.373330346779645,0.599564658425614,6.46247277913403e-10,"Enhance, nonlinear",24
"x2","x6",0.18366186181777,0.292605864199631,0.569309415549907,5.47249894622404e-07,"Enhance, nonlinear",24
"x2","gc_x1",0.18366186181777,0.0177825808965422,0.376748970584944,3.94142858617386e-06,"Enhance, nonlinear",24
"x3","x6",0.373330346779645,0.292605864199631,0.536831151889344,5.34708845638665e-05,"Enhance, bi-",24
"x3","gc_x1",0.373330346779645,0.0177825808965422,0.448354511115728,6.82178487010354e-06,"Enhance, nonlinear",24
"x6","gc_x1",0.292605864199631,0.0177825808965422,0.354420962919266,4.38403871633186e-05,"Enhance, nonlinear",24
"x1","x2",0.453729750699449,0.184394896466769,0.546149103809931,9.69115232507534e-10,"Enhance, bi-",25
"x1","x3",0.453729750699449,0.191164545367701,0.478175158252436,1.89095942448869e-06,"Enhance, bi-",25
"x1","x6",0.453729750699449,0.287094155434552,0.600239683063531,5.86509840694305e-10,"Enhance, bi-",25
