"element","RF","SRK"
"Co",-1.48065390202067,-0.404180576724467
"Co",-0.658158317767397,-0.397024993242034
"Co",-2.2273336513905,-2.4970780886762
"Co",-2.14115483559103,-2.67515358625127
"Co",0.501876066957896,0.274114436308466
"Co",-3.92299458399833,-3.82228356502883
"Co",4.6455214570158,5.17834677253698
"Co",-6.14534502488275,-7.15717707570677
"Co",-0.373169622527001,-0.361820889394995
"Co",-0.219291660816143,0.816412667386004
"Co",-1.93361814133777,-2.18634497911327
"Co",3.07445772389101,3.59405566667586
"Co",3.11197586820684,4.13979860383184
"Co",-3.71485623785561,-2.73791606082423
"Co",-1.59299196423203,-0.854401449815995
"Co",-0.225072310613331,-0.697459288102912
"Co",-0.253418492919991,-0.477990325381034
"Co",-0.217490060913962,0.380798508244032
"Co",-1.84542180983051,-1.5865833480572
"Co",-0.400241666666669,-0.557275502789751
"Co",3.58200000000001,2.87859076967867
"Co",1.82292429685481,1.49243424643693
"Co",0.93120248802382,1.23626146247286
"Co",-1.37679066647666,-2.70103276660319
"Co",-2.05987091715443,-3.00323026460664
"Co",0.414114315665138,-0.462874347129652
"Co",-0.927144868485668,-1.56779760890799
"Co",1.88618832557435,1.96780764665528
"Co",0.465311666172667,-0.730977219615196
"Co",-1.82755696656987,-1.64646094117167
"Co",2.64642255729193,2.17072156336187
"Co",0.160774112830063,-0.426129100586433
"Co",-4.29181500284567,-4.62351380879315
"Co",-4.5199803910955,-4.23055260250867
"Co",-4.293979717118,-4.23765579474493
"Co",-2.57007098756483,-1.95178574384157
"Co",4.5314823356333,0.248769187388532
"Co",-1.54560695197137,-1.00822118922774
"Co",-0.27196813117059,-0.320437574468087
"Co",-0.772221563322333,-0.591666059213867
"Co",0.571433904737029,0.187325304507095
"Co",-1.02872019624112,-0.866141821489988
"Co",-0.481920780671093,-0.106420434964193
"Co",-0.226833044744371,-0.264501688767611
"Co",-0.065859079188467,0.448236650791667
"Co",-2.35533142902573,-2.9130760009343
"Co",-4.3011991731513,-3.913562448553
"Co",-2.83591729515404,-3.2254653834644
"Co",0.686837464056003,0.774325969997534
"Co",-4.5129146605598,-4.0030806089187
"Co",2.6443024182965,3.79763986888208
"Co",1.11211937615377,1.21265888688338
"Co",2.08367935390318,1.71577182149305
"Co",0.80149565495773,0.743773264373635
"Co",2.06469715222678,1.79203299127911
"Co",9.56248651768854,9.54334950025774
"Co",-0.587135273367941,-0.53424529487971
"Co",-1.74685683619304,-1.6325126705715
"Co",-1.57332922765763,-1.05562707331853
"Co",-0.977195090263566,-1.4813004583216
"Co",-1.46951949080331,-1.33411965270858
"Co",2.4848884939727,3.56321890843431
"Co",-1.37022000046,-1.5464625228491
"Co",-0.694289352937212,-0.709329828945769
"Co",-0.780698711871852,-0.867260136350352
"Co",-0.166469239093439,-0.329968443646292
"Co",-0.665054601489992,-0.968963275956061
"Co",1.34526630497238,1.37794467116305
"Co",-0.494382617880142,-0.276146722743564
"Co",-2.34417178905773,-2.46573127975594
"Co",5.656979683171,3.79139987419157
"Co",6.71492336528718,8.23752665589934
"Co",0.799131447735997,0.363747109480063
"Co",-2.387753634628,-2.36113095061
"Co",-0.537586751600434,-0.6971323422937
"Co",-1.96138332422623,-1.9250384986404
"Co",-1.63442964887753,-2.1809450876252
"Co",2.18969573222063,2.0428378973555
"Co",-0.2904267486227,-0.3630257663912
"Co",-1.70721247780475,-1.92254540184997
"Co",0.21175113266322,-1.09969170870374
"Co",-1.04863374278944,-1.35237435607561
"Co",-2.34452470349046,-1.1990377597387
"Co",-2.38267265865499,-4.39153662379433
"Co",-7.27506197275537,-7.36923691246193
"Co",-8.63284534058586,-7.48808427476682
"Co",1.40234847675166,-3.37135623446035
"Co",4.79582404842462,4.24339931944633
"Co",-2.15524895082083,0.483000643800004
"Co",-3.41862217161074,-3.57967231412876
"Co",-1.46117200174557,-1.57332667914027
"Co",1.33389920768464,-0.2177199350592
"Co",-5.601048966956,-10.4101881573469
"Co",0.506382233755266,1.87385281950187
"Co",-1.7641828665896,-2.23066873287363
"Co",-3.05420618287683,-3.073297892748
"Co",-6.0875568557552,-3.96558317439563
"Co",8.79637091564048,7.38044258237117
"Co",-2.69959209477272,-2.14399829127933
"Co",2.54585249680532,1.38337860997293
"Co",-2.493570002,-1.18333417690893
"Co",-2.17370113293644,-1.58633966574467
"Co",-3.08406041767987,-3.47374925512431
"Co",-3.164539997662,-2.67616058840033
"Co",-3.42158096909933,-1.54007545987283
"Co",0.339875345157125,-0.266054016785302
"Co",3.88974196034726,3.96093383777965
"Co",-5.20849224106854,-5.09656314074328
"Co",10.3168003352244,10.5778414189324
"Co",2.79194670864834,3.72882534936492
"Co",-0.624922717357032,-0.745780868977801
"Co",0.0277084593026355,-0.302210534629664
"Co",-1.733849998951,-3.56870765107349
