"coef_GC_Income","coef_GC_Indemp","model"
-0.0889881896918642,0.00991924227064594,"MLR"
-0.0887448643678989,0.007884879437385,"MLR"
-0.02870071689336,-0.00573642138998184,"MLR"
-0.0272086026478007,-0.00915802041657838,"MLR"
-0.0391705438881132,-0.00756119308783451,"MLR"
-0.0397034159687814,-0.00169619491559787,"MLR"
-0.0723268837709442,-0.00815608484349755,"MLR"
-0.0499733096348767,-0.00239475314241483,"MLR"
-0.027489677214608,-0.00480632986532839,"MLR"
-0.0355628300677573,-0.00114883771760145,"MLR"
-0.0274735333840977,-0.00287681298563642,"MLR"
-0.238761771538112,-0.177565646831724,"MLR"
-0.239758770221329,-0.201786257762791,"MLR"
-0.23854705713623,-0.164751624468024,"MLR"
-0.219137637637537,-0.237653969337173,"MLR"
-0.22592726030481,-0.206172339219388,"MLR"
-0.23240806365782,-0.183284771600736,"MLR"
-0.221389076615256,-0.232862375415968,"MLR"
-0.231901924030394,-0.18921543645676,"MLR"
-0.227558964546743,-0.199147861429741,"MLR"
-0.236861531200744,-0.171989779700538,"MLR"
-0.228749963741796,-0.192546350745991,"MLR"
-0.230764831190526,-0.17944395700075,"MLR"
-0.234313625406385,-0.17221023110873,"MLR"
-0.214702890977942,-0.235074473532892,"MLR"
-0.212639187885563,-0.244013466468319,"MLR"
-0.223669918967034,-0.209743452342022,"MLR"
-0.216728208920759,-0.235471399278324,"MLR"
-0.227577176795675,-0.19694064693163,"MLR"
-0.232534831696584,-0.180176023963345,"MLR"
-0.23141037260094,-0.177231858656594,"MLR"
-0.226887857292194,-0.19478979541643,"MLR"
-0.0215975837239194,-0.0304996745229795,"MLR"
-0.0216018421500888,-0.0309531668687722,"MLR"
-0.0216034770820913,-0.0325353317511706,"MLR"
-0.0215598822802661,-0.0285566664794996,"MLR"
-0.0216689904281726,-0.0309627782057315,"MLR"
